Date,Close,Prediction,Confidence,True_Label,Correct_Pred,Model_Accuracy
2021-12-05,49396.33,1,0.55,1,1,100
2021-12-06,50441.92,1,0.71,1,1,100
2021-12-07,50588.95,1,0.6,1,1,100
2021-12-08,50471.19,1,0.77,0,0,75
2021-12-09,47545.59,1,0.85,1,1,80
