Date,Close,Volume,7day_MA,50day_MA,200day_MA,Close_-1,Volume_-1,Close_-2,Volume_-2,Close_-3,Volume_-3,Close_-4,Volume_-4,Close_-5,Volume_-5,Close_-6,Volume_-6,Close_-7,Volume_-7,Close_-8,Volume_-8,Close_-9,Volume_-9,Close_-10,Volume_-10,Close_-11,Volume_-11,Close_-12,Volume_-12,Close_-13,Volume_-13,Close_-14,Volume_-14,Close_-15,Volume_-15,Close_-16,Volume_-16,Close_-17,Volume_-17,Close_-18,Volume_-18,Close_-19,Volume_-19,Close_-20,Volume_-20,Close_-21,Volume_-21,Close_-22,Volume_-22,Close_-23,Volume_-23,Close_-24,Volume_-24
2018-07-14 12:00:00,6442.0,0.132,6235.7486,6235.7486,6235.7486,6397.0,0.4157,6444.0,0.15539999999999998,6450.0,0.10189999999999999,6180.1,0.026500000000000003,6364.0,0.4601,6170.103,0.6509,6333.29,0.2193,6174.555,0.40609999999999996,6174.555,0.09459999999999999,6130.001,0.0427,6017.001,0.269,5980.0,0.3397,5954.0,0.1545,6100.0,0.1839,6332.09,0.0756,6332.09,0.0,6333.29,0.0833,5940.0,0.16469999999999999,6333.29,0.1289,6304.45,0.1102,6332.24,0.044399999999999995,6334.73,0.0072,6000.0,0.174,6340.93,0.0152
2018-07-14 16:00:00,6443.999,0.2065,6243.758230769231,6243.758230769231,6243.758230769231,6442.0,0.132,6397.0,0.4157,6444.0,0.15539999999999998,6450.0,0.10189999999999999,6180.1,0.026500000000000003,6364.0,0.4601,6170.103,0.6509,6333.29,0.2193,6174.555,0.40609999999999996,6174.555,0.09459999999999999,6130.001,0.0427,6017.001,0.269,5980.0,0.3397,5954.0,0.1545,6100.0,0.1839,6332.09,0.0756,6332.09,0.0,6333.29,0.0833,5940.0,0.16469999999999999,6333.29,0.1289,6304.45,0.1102,6332.24,0.044399999999999995,6334.73,0.0072,6000.0,0.174
2018-07-14 20:00:00,6310.0,0.0147,6246.21162962963,6246.21162962963,6246.21162962963,6443.999,0.2065,6442.0,0.132,6397.0,0.4157,6444.0,0.15539999999999998,6450.0,0.10189999999999999,6180.1,0.026500000000000003,6364.0,0.4601,6170.103,0.6509,6333.29,0.2193,6174.555,0.40609999999999996,6174.555,0.09459999999999999,6130.001,0.0427,6017.001,0.269,5980.0,0.3397,5954.0,0.1545,6100.0,0.1839,6332.09,0.0756,6332.09,0.0,6333.29,0.0833,5940.0,0.16469999999999999,6333.29,0.1289,6304.45,0.1102,6332.24,0.044399999999999995,6334.73,0.0072
2018-07-15 00:00:00,6310.0,0.0118,6248.489785714286,6248.489785714286,6248.489785714286,6310.0,0.0147,6443.999,0.2065,6442.0,0.132,6397.0,0.4157,6444.0,0.15539999999999998,6450.0,0.10189999999999999,6180.1,0.026500000000000003,6364.0,0.4601,6170.103,0.6509,6333.29,0.2193,6174.555,0.40609999999999996,6174.555,0.09459999999999999,6130.001,0.0427,6017.001,0.269,5980.0,0.3397,5954.0,0.1545,6100.0,0.1839,6332.09,0.0756,6332.09,0.0,6333.29,0.0833,5940.0,0.16469999999999999,6333.29,0.1289,6304.45,0.1102,6332.24,0.044399999999999995
2018-07-15 04:00:00,6445.0,0.4951,6255.2660000000005,6255.2660000000005,6255.2660000000005,6310.0,0.0118,6310.0,0.0147,6443.999,0.2065,6442.0,0.132,6397.0,0.4157,6444.0,0.15539999999999998,6450.0,0.10189999999999999,6180.1,0.026500000000000003,6364.0,0.4601,6170.103,0.6509,6333.29,0.2193,6174.555,0.40609999999999996,6174.555,0.09459999999999999,6130.001,0.0427,6017.001,0.269,5980.0,0.3397,5954.0,0.1545,6100.0,0.1839,6332.09,0.0756,6332.09,0.0,6333.29,0.0833,5940.0,0.16469999999999999,6333.29,0.1289,6304.45,0.1102
2018-07-15 08:00:00,6350.001,0.1842,6258.423833333333,6258.423833333333,6258.423833333333,6445.0,0.4951,6310.0,0.0118,6310.0,0.0147,6443.999,0.2065,6442.0,0.132,6397.0,0.4157,6444.0,0.15539999999999998,6450.0,0.10189999999999999,6180.1,0.026500000000000003,6364.0,0.4601,6170.103,0.6509,6333.29,0.2193,6174.555,0.40609999999999996,6174.555,0.09459999999999999,6130.001,0.0427,6017.001,0.269,5980.0,0.3397,5954.0,0.1545,6100.0,0.1839,6332.09,0.0756,6332.09,0.0,6333.29,0.0833,5940.0,0.16469999999999999,6333.29,0.1289
2018-07-15 12:00:00,6411.0,0.27599999999999997,6263.34564516129,6263.34564516129,6263.34564516129,6350.001,0.1842,6445.0,0.4951,6310.0,0.0118,6310.0,0.0147,6443.999,0.2065,6442.0,0.132,6397.0,0.4157,6444.0,0.15539999999999998,6450.0,0.10189999999999999,6180.1,0.026500000000000003,6364.0,0.4601,6170.103,0.6509,6333.29,0.2193,6174.555,0.40609999999999996,6174.555,0.09459999999999999,6130.001,0.0427,6017.001,0.269,5980.0,0.3397,5954.0,0.1545,6100.0,0.1839,6332.09,0.0756,6332.09,0.0,6333.29,0.0833,5940.0,0.16469999999999999
2018-07-15 16:00:00,6419.0,0.1607,6268.20984375,6268.20984375,6268.20984375,6411.0,0.27599999999999997,6350.001,0.1842,6445.0,0.4951,6310.0,0.0118,6310.0,0.0147,6443.999,0.2065,6442.0,0.132,6397.0,0.4157,6444.0,0.15539999999999998,6450.0,0.10189999999999999,6180.1,0.026500000000000003,6364.0,0.4601,6170.103,0.6509,6333.29,0.2193,6174.555,0.40609999999999996,6174.555,0.09459999999999999,6130.001,0.0427,6017.001,0.269,5980.0,0.3397,5954.0,0.1545,6100.0,0.1839,6332.09,0.0756,6332.09,0.0,6333.29,0.0833
2018-07-15 20:00:00,6415.0,0.0335,6272.6580303030305,6272.6580303030305,6272.6580303030305,6419.0,0.1607,6411.0,0.27599999999999997,6350.001,0.1842,6445.0,0.4951,6310.0,0.0118,6310.0,0.0147,6443.999,0.2065,6442.0,0.132,6397.0,0.4157,6444.0,0.15539999999999998,6450.0,0.10189999999999999,6180.1,0.026500000000000003,6364.0,0.4601,6170.103,0.6509,6333.29,0.2193,6174.555,0.40609999999999996,6174.555,0.09459999999999999,6130.001,0.0427,6017.001,0.269,5980.0,0.3397,5954.0,0.1545,6100.0,0.1839,6332.09,0.0756,6332.09,0.0
2018-07-16 00:00:00,6415.0,0.0488,6276.844558823529,6276.844558823529,6276.844558823529,6415.0,0.0335,6419.0,0.1607,6411.0,0.27599999999999997,6350.001,0.1842,6445.0,0.4951,6310.0,0.0118,6310.0,0.0147,6443.999,0.2065,6442.0,0.132,6397.0,0.4157,6444.0,0.15539999999999998,6450.0,0.10189999999999999,6180.1,0.026500000000000003,6364.0,0.4601,6170.103,0.6509,6333.29,0.2193,6174.555,0.40609999999999996,6174.555,0.09459999999999999,6130.001,0.0427,6017.001,0.269,5980.0,0.3397,5954.0,0.1545,6100.0,0.1839,6332.09,0.0756
