date,close,Volume BTC,Volume USDT,7day_MA,50day_MA,200day_MA,24h_vBTC,24h_vUSDT,Label,7day_wma,50day_wma,200day_wma
2018-09-30 12:00:00,6604.65,1003.95,6636129.605,6559.262380952381,6581.253175000001,7340.624393749999,13515.29,89296173.13499999,0.0,6571.501258453086,6720.938597314738,8039.408273779767
2018-10-01 01:00:00,6601.425,880.3199999999999,5828610.79,6558.404404761905,6581.81345,7339.936231250001,13403.695,88556267.78,1.0,6572.309726331361,6720.702141250346,8038.758299037962
2018-10-01 02:00:00,6606.345,1048.605,6889920.825,6557.755595238095,6582.341533333333,7339.343004166667,13233.71,87387648.98,1.0,6573.167148844744,6720.473233548432,8038.110178126953
2018-10-01 03:00:00,6607.264999999999,372.415,2459136.305,6557.099940476191,6582.860433333333,7338.769125,12603.01,83215870.435,1.0,6574.023468230486,6720.245166291978,8037.462243791657
2018-10-01 04:00:00,6616.969999999999,706.845,4661371.63,6556.59880952381,6583.4114,7338.203893749999,12051.465,79575182.405,0.0,6574.979413214989,6720.032547640854,8036.818153854232
2018-10-01 05:00:00,6609.685,629.01,4157618.365,6555.894047619047,6583.897275,7337.645889583334,11837.515,78180447.035,1.0,6575.831812834601,6719.807088655286,8036.170829523796
2018-10-01 06:00:00,6613.91,954.675,6302242.43,6555.536190476191,6584.3847166666665,7337.073358333334,11630.155,76803454.33500001,0.0,6576.71870526909,6719.587955835415,8035.525067417815
2018-10-01 07:00:00,6596.360000000001,698.935,4607807.79,6554.910595238095,6584.841200000001,7336.469347916668,11517.245,76044832.16,1.0,6577.382139687235,6719.338848820427,8034.8717971316755
2018-10-01 08:00:00,6606.530000000001,900.0699999999999,5940180.815,6554.575952380952,6585.315124999999,7335.798227083334,10974.645,72495790.945,1.0,6578.150336362356,6719.106017742159,8034.222567736755
2018-10-01 09:00:00,6607.54,1016.27,6717889.71,6554.527321428572,6585.749191666667,7335.11824375,11139.92,73609415.465,0.0,6578.9123513665845,6718.874168484595,8033.573560955183
2018-10-01 10:00:00,6588.855,792.6099999999999,5237202.385,6554.3264285714295,6586.174091666667,7334.440983333335,10317.985,68161137.77,1.0,6579.436651169345,6718.610588960588,8032.916574053583
2018-10-01 11:00:00,6603.305,987.875,6510966.665,6554.61357142857,6586.63165,7333.759864583334,9991.58,65949077.315,1.0,6580.116086221471,6718.370474660005,8032.2654088636045
2018-10-01 12:00:00,6625.9400000000005,734.45,4870032.51,6554.175000000001,6587.237558333333,7333.13965,9722.08,64182980.22,0.0,6581.0464151873775,6718.167408215377,8031.623474509648
2018-10-02 01:00:00,6595.505,1366.515,8996747.825,6556.118214285715,6587.613625,7332.460752083333,10208.275,67351117.255,0.0,6581.606865666385,6717.91296686789,8030.968661969728
2018-10-02 02:00:00,6584.389999999999,1240.235,8164363.275,6557.962023809525,6588.00515,7331.762683333332,10399.905,68625559.705,0.0,6582.015682234432,6717.63920031224,8030.309021096735
2018-10-02 03:00:00,6580.91,1113.58,7337415.9,6559.692023809524,6588.441208333334,7331.051866666665,11141.07,73503839.3,0.0,6582.363726401802,6717.35882266167,8029.647731667447
2018-10-02 04:00:00,6579.514999999999,1262.28,8284290.404999999,6561.566666666667,6588.889608333333,7330.308966666666,11696.505,77126758.075,1.0,6582.675429698507,6717.075187642243,8028.985659377822
2018-10-02 05:00:00,6580.0,1601.685,10498605.605,6563.383988095238,6589.3942,7329.586816666666,12669.179999999998,83467745.315,1.0,6582.9738165680465,6716.791604759921,8028.323589111208
2018-10-02 06:00:00,6589.005,1156.365,7600358.11,6565.804345238094,6589.833308333334,7328.853681250001,12870.87,84765860.995,0.0,6583.3590338827835,6716.522244046629,8027.6650676573445
2018-10-02 07:00:00,6585.485,1298.43,8541977.83,6568.329107142856,6590.245575,7328.104056249999,13470.365,88700031.035,0.0,6583.682517962806,6716.246217249513,8027.004878310076
2018-10-02 08:00:00,6582.17,1113.715,7332946.25,6570.453154761904,6590.594,7327.365554166666,13684.01,90092796.47,0.0,6583.946384544944,6715.963863107133,8026.343108935206
2018-10-02 09:00:00,6576.1,658.6,4336846.84,6572.41863095238,6590.976375,7326.630597916667,13326.34,87711753.6,1.0,6584.118055790364,6715.670600603664,8025.678611343557
2018-10-02 10:00:00,6584.135,762.125,5015982.45,6574.559940476191,6591.353616666666,7325.923197916665,13295.855,87490533.66499999,0.0,6584.364839743591,6715.38991726339,8025.017261632126
2018-10-02 11:00:00,6548.9,989.6,6493785.279999999,6576.002023809524,6591.695374999999,7325.224210416667,13297.58,87473352.28,1.0,6584.174916877994,6715.049778073827,8024.341037407572
2018-10-02 12:00:00,6583.82,1066.81,7026461.0600000005,6577.229702380952,6592.0301,7324.587860416667,13629.94,89629780.83,0.0,6584.381564173007,6714.767057805994,8023.679169084996
2018-10-03 01:00:00,6506.87,1086.23,7058221.805,6577.994047619048,6592.758983333333,7323.9384062499985,13349.655,87691254.81,1.0,6583.656860030996,6714.35538989731,8022.985045093469
2018-10-03 02:00:00,6515.575000000001,1347.4499999999998,8768323.85,6578.650892857144,6593.658708333333,7323.2803125,13456.87,88295215.385,0.0,6583.021968160045,6713.957697495142,8022.294370201088
2018-10-03 03:00:00,6487.280000000001,1689.48,10961376.185,6578.88630952381,6594.470858333333,7322.631879166665,14032.77,91919175.67,1.0,6582.03977458439,6713.512447557589,8021.591727207439
2018-10-03 04:00:00,6488.075000000001,1133.9,7354506.37,6579.11113095238,6595.282333333334,7321.985145833334,13904.39,90989391.635,1.0,6581.057038954636,6713.06812971829,8020.88924062348
2018-10-03 05:00:00,6490.505,1127.81,7326556.775,6579.097678571428,6596.111883333333,7321.343070833333,13430.515,87817342.80499999,0.0,6580.092001972388,6712.627469150709,8020.187588020724
2018-10-03 06:00:00,6487.585,1113.39,7209868.925000001,6579.159226190476,6596.923683333334,7320.712933333334,13387.54,87426853.61999999,0.0,6579.081732882502,6712.18156021371,8019.484542448622
2018-10-03 07:00:00,6469.585,789.02,5107004.455,6579.107023809524,6597.6241666666665,7320.076066666666,12878.13,83991880.24499999,1.0,6577.842376021414,6711.705298674715,8018.773821594897
2018-10-03 08:00:00,6470.8150000000005,975.91,6315355.79,6579.002261904761,6598.338816666666,7319.413489583333,12740.325,82974289.785,0.0,6576.611516624401,6711.230714106302,8018.063437190171
2018-10-03 09:00:00,6461.42,848.3900000000001,5494196.415,6578.894226190476,6598.9911833333335,7318.73425625,12930.115,84131639.36,1.0,6575.263449211046,6710.7401165417705,8017.348964940463
2018-10-03 10:00:00,6483.975,1376.635,8924901.96,6579.051428571429,6599.681125,7318.057689583333,13544.625,88040558.87,1.0,6574.175051422936,6710.286736108798,8016.643717830051
2018-10-03 11:00:00,6503.0650000000005,1285.165,8352741.83,6579.125416666666,6600.361166666667,7317.437550000001,13840.19,89899515.42,1.0,6573.30337137222,6709.864762968359,8015.946248387056
2018-10-03 12:00:00,6509.290000000001,928.24,6038824.699999999,6579.806071428571,6600.948458333333,7316.748895833334,13701.62,88911879.06,1.0,6572.493813750351,6709.452794469886,8015.251196402659
2018-10-04 01:00:00,6591.245,1614.155,10658801.43,6580.847083333334,6601.477275,7316.307539583335,14229.545,92512458.685,0.0,6572.640200408567,6709.176786976131,8014.590100318942
2018-10-04 02:00:00,6590.5650000000005,669.42,4415176.41,6581.771250000001,6601.9140916666665,7315.900377083332,13551.515,88159311.245,1.0,6572.766093617921,6708.899102775466,8013.928547402016
2018-10-04 03:00:00,6598.14,1040.11,6862058.4,6582.8952976190485,6602.306875,7315.513904166667,12902.145,84059993.46,0.0,6572.968245280361,6708.6335000763265,8013.269975684755
2018-10-04 04:00:00,6595.5650000000005,1202.45,7939262.555,6584.077321428571,6602.537516666666,7315.14526875,12970.695000000002,84644749.64500001,0.0,6573.126501831503,6708.363067873994,8012.610154839704
2018-10-04 05:00:00,6592.02,584.725,3856559.52,6585.255357142858,6602.811866666666,7314.737152083333,12427.61,81174752.39,1.0,6573.229499859114,6708.086188863446,8011.948682709766
2018-10-04 06:00:00,6594.4400000000005,825.95,5453414.69,6586.320833333333,6603.108458333334,7314.323081250001,12140.17,79418298.155,0.0,6573.34724288532,6707.812803719124,8011.288045408074
2018-10-04 07:00:00,6592.77,639.605,4223518.285,6586.648273809524,6603.460791666666,7313.919335416667,11990.755,78534811.98500001,1.0,6573.431769160325,6707.536087905912,8010.626536895523
2018-10-04 08:00:00,6597.325,840.355,5545543.164999999,6586.8801785714295,6603.791025,7313.460927083334,11855.2,77764999.36,0.0,6573.5577137926175,6707.266405155427,8009.966748046414
2018-10-04 09:00:00,6590.105,869.135,5720150.319999999,6586.8153571428575,6604.1209,7312.89096875,11875.945,77990953.26499999,0.0,6573.583132924768,6706.984152560366,8009.303773827069
2018-10-04 10:00:00,6584.22,441.17,2907799.0,6586.933571428572,6604.560291666668,7312.358145833334,10940.48,71973850.30499999,0.0,6573.528229783037,6706.6915855537045,8008.638167909896
2018-10-04 11:00:00,6582.3,218.025,1435633.49,6586.847857142859,6605.015083333333,7311.7778375,9873.34,65056741.965,0.0,6573.442780360666,6706.395276734665,8007.971582360013
2018-10-04 12:00:00,6554.135,713.385,4660345.28,6587.335654761904,6605.438183333334,7311.305391666666,9658.485,63678262.545,1.0,6573.015397999437,6706.051464564252,8007.293085441402
2018-10-05 01:00:00,6604.775,295.76,1953903.7,6586.339404761905,6605.9355000000005,7310.564116666666,8340.09,54973364.815,0.0,6573.178035362074,6705.7914907577015,8006.635512156752
2018-10-05 02:00:00,6587.030000000001,764.595,5028461.59,6585.224404761904,6606.4002666666665,7309.826252083334,8435.265000000001,55586649.995000005,1.0,6573.131387362637,6705.50124392867,8005.970375291604
2018-10-05 03:00:00,6588.755,677.0699999999999,4466149.975,6584.047380952381,6606.819591666667,7309.090310416667,8072.225,53190741.56999999,0.0,6573.108788391098,6705.213138238967,8005.305788139624
2018-10-05 04:00:00,6584.97,733.825,4834724.51,6582.851428571429,6607.214116666667,7308.387866666666,7603.6,50086203.525000006,0.0,6573.04346893491,6704.918010886761,8004.63945347714
2018-10-05 05:00:00,6583.91,555.24,3654625.025,6581.6076785714295,6607.610925,7307.666189583333,7574.115,49884269.03,1.0,6572.968963440404,6704.620436990008,8003.972508290807
2018-10-05 06:00:00,6595.51,713.105,4699107.165,6580.451607142858,6608.002008333334,7306.959510416668,7461.27,49129961.505,0.0,6573.034249788673,6704.341506674992,8003.310225382734
2018-10-05 07:00:00,6587.13,740.3499999999999,4881407.605,6578.673452380953,6608.325975,7306.22814375,7562.014999999999,49787850.825,0.0,6573.003852493661,6704.047924819595,8002.6442815229475
2018-10-05 08:00:00,6583.25,480.485,3166378.735,6577.339166666667,6608.762349999999,7305.486577083333,7202.145,47408686.395,1.0,6572.9353846153845,6703.747209374133,8001.97655282103
2018-10-05 09:00:00,6594.465,538.065,3545655.0700000003,6576.618988095238,6609.1981166666665,7304.784658333333,6871.075,45234191.145,1.0,6573.008191391941,6703.464500707745,8001.31332652963
2018-10-05 10:00:00,6606.165,1135.5,7542813.75,6576.164702380954,6609.612175,7304.053202083332,7565.405,49869205.895,1.0,6573.228090659341,6703.200601061615,8000.654805803043
2018-10-05 11:00:00,6612.825,532.46,3524961.995,6575.767916666667,6610.011549999999,7303.281462499999,7879.84,51958534.4,0.0,6573.534569949281,6702.947127490979,7999.998891027909
2018-10-05 12:00:00,6605.385,426.455,2817002.605,6575.124285714285,6610.515675000001,7302.584606249999,7592.91,50115191.725,0.0,6573.762708861653,6702.680570253954,7999.339710089045
2018-10-06 01:00:00,6602.51,896.635,5929144.435,6575.988273809524,6610.837758333333,7301.810254166668,8193.785,54090432.46,0.0,6573.958153000846,6702.408502754648,7998.679159329653
2018-10-06 02:00:00,6596.465,661.31,4360467.18,6576.681488095238,6611.103141666667,7301.002516666668,8090.5,53422438.05,1.0,6574.091197872641,6702.1257033583115,7998.015929657882
2018-10-06 03:00:00,6602.495,199.23,1314225.47,6577.366547619046,6611.368258333334,7300.188170833333,7612.66,50270513.545,1.0,6574.303302338686,6701.852280405218,7997.355050053808
2018-10-06 04:00:00,6603.985000000001,219.5,1448656.875,6578.193988095239,6611.5734250000005,7299.342720833332,7098.335,46884445.91,1.0,6574.540731191885,6701.580642672773,7996.694631185777
2018-10-06 05:00:00,6607.81,192.595,1272298.425,6578.890892857143,6611.801,7298.482235416667,6735.6900000000005,44502119.31,0.0,6574.8311848408,6701.3146842978085,7996.035642784922
2018-10-06 06:00:00,6602.95,269.47,1778977.305,6579.485535714285,6611.957741666667,7297.627216666667,6292.054999999999,41581989.45,1.0,6575.071583192449,6701.039942929502,7995.374466710061
2018-10-06 07:00:00,6606.845,184.015,1215572.845,6579.9575,6612.1401000000005,7296.768585416667,5735.72,37916154.69,1.0,6575.367408777121,6700.770996704135,7994.71474969928
2018-10-06 08:00:00,6607.6,245.515,1621084.395,6580.428035714287,6612.375983333333,7295.931183333333,5500.75,36370860.35,1.0,6575.680284939421,6700.502607764364,7994.0551869554065
2018-10-06 09:00:00,6611.495,362.43,2393481.725,6580.839166666667,6612.561199999999,7295.056006250001,5325.115,35218687.005,0.0,6576.044691462383,6700.239976519567,7993.397088596562
2018-10-06 10:00:00,6604.77,598.015,3946768.88,6581.071845238095,6612.74825,7294.179037500001,4787.63,31622642.135,0.0,6576.335665328261,6699.9653197335565,7992.736027751597
2018-10-06 11:00:00,6590.715,795.275,5242624.64,6581.072380952381,6612.861675000001,7293.294756249999,5050.445,33340304.78,1.0,6576.467268244575,6699.666439016096,7992.068955444178
2018-10-06 12:00:00,6606.14,678.0899999999999,4493939.335,6581.100952380953,6613.1865,7292.496064583333,5302.08,35017241.51,0.0,6576.78875563539,6699.392395975575,7991.408153899794
2018-10-07 01:00:00,6588.735000000001,584.76,3851812.75,6580.743571428571,6613.431658333334,7291.493856249999,4990.205,32939909.825,0.0,6576.913976120034,6699.08869953511,7990.739941302594
2018-10-07 02:00:00,6584.96,703.245,4626518.5,6580.395119047618,6613.708166666667,7290.490450000001,5032.14,33205961.145,1.0,6577.003296351085,6698.777717194004,7990.069998740276
2018-10-07 03:00:00,6593.07,529.5550000000001,3487060.895,6580.388273809524,6613.961691666667,7289.470433333333,5362.465,35378796.57,0.0,6577.1965212031555,6698.479269421316,7989.403267747602
2018-10-07 04:00:00,6584.96,411.075,2709605.4050000003,6580.34375,6614.229091666667,7288.480718749999,5554.04,36639745.1,1.0,6577.301215483233,6698.166344823758,7988.732987412781
2018-10-07 05:00:00,6592.935,345.505,2278301.4,6580.356488095239,6614.505608333334,7287.504004166668,5706.95,37645748.075,0.0,6577.509157156945,6697.865704759923,7988.06585846959
2018-10-07 06:00:00,6591.14,374.045,2465430.17,6580.20511904762,6614.792283333333,7286.511604166666,5811.525000000001,38332200.94,0.0,6577.704021203155,6697.561116680545,7987.397800270776
2018-10-07 07:00:00,6577.465,621.375,4088706.34,6580.045773809525,6615.060091666667,7285.545145833333,6248.885,41205334.435,0.0,6577.745245843901,6697.232775437136,7986.723871776713
2018-10-07 08:00:00,6568.6,971.025,6361060.445,6579.857202380952,6615.304700000001,7284.566229166667,6974.395,45945310.485,1.0,6577.690708650322,6696.888722502081,7986.046079007412
2018-10-07 09:00:00,6571.969999999999,501.86,3289939.04,6579.655952380952,6615.5320833333335,7283.565779166665,7113.825000000001,46841767.8,1.0,6577.685946393351,6696.549347849014,7985.36950971803
2018-10-07 10:00:00,6572.51,417.37,2739457.395,6578.894404761905,6615.7357,7282.582760416667,6933.18,45634456.315,1.0,6577.698794378697,6696.209969837634,7984.6929813754095
2018-10-07 11:00:00,6585.63,1410.805,9284211.515,6578.398928571429,6615.969516666667,7281.58823125,7548.710000000001,49676043.19,0.0,6577.8789084953505,6695.891737815709,7984.021740019006
2018-10-07 12:00:00,6580.935,1562.9,10287531.205,6578.116607142858,6616.039441666667,7280.582679166667,8433.52,55469635.06,1.0,6578.013462595098,6695.564926679158,7983.34836624618
2018-10-08 01:00:00,6633.995000000001,828.435,5507158.61,6578.504345238095,6616.43255,7279.6686,8677.195,57124980.92,0.0,6578.786308819385,6695.325499618373,7982.696935818926
2018-10-08 02:00:00,6632.045,1082.16,7184589.26,6578.810297619047,6616.832333333333,7278.781752083334,9056.11,59683051.68000001,1.0,6579.5388605945345,6695.082504551763,7982.044501916266
2018-10-08 03:00:00,6639.91,1560.3650000000002,10385007.47,6579.198928571428,6617.278466666667,7277.875772916667,10086.92,66580998.255,0.0,6580.386518033247,6694.852254461559,7981.395158027406
2018-10-08 04:00:00,6637.145,1101.775,7324186.26,6579.439107142857,6617.727466666666,7276.966460416666,10777.62,71195579.11,0.0,6581.203033601015,6694.617031050515,7980.744474568233
2018-10-08 05:00:00,6632.185,925.025,6145237.4,6579.706964285714,6618.175158333333,7276.046806249999,11357.14,75062515.10999998,1.0,6581.962395040858,6694.373178212601,7980.091545900159
2018-10-08 06:00:00,6633.225,808.585,5355079.44,6579.936904761906,6618.625441666667,7275.13231875,11791.68,77952164.38000001,1.0,6582.7366494082835,6694.1306899320025,7979.4388719915105
2018-10-08 07:00:00,6645.68,654.72,4349499.255,6580.524047619047,6619.097883333333,7274.241752083334,11825.025,78212957.295,0.0,6583.659057128766,6693.908550853455,7978.791205230249
2018-10-08 08:00:00,6643.77,498.54,3306495.005,6580.967380952381,6619.420508333334,7273.347277083333,11352.54,75158391.85499999,1.0,6584.559088827839,6693.682845240078,7978.1425630866825
2018-10-08 09:00:00,6647.95,482.03,3192825.77,6581.448452380952,6619.799941666666,7272.4953541666655,11332.71,75061278.58500001,0.0,6585.507944843617,6693.463727574244,7977.495481689143
2018-10-08 10:00:00,6647.4,702.85,4660362.29,6582.145416666666,6620.134608333334,7271.633650000001,11618.19,76982183.47999999,1.0,6586.447733164272,6693.24331151124,7976.847987902262
2018-10-08 11:00:00,6660.395,1015.98,6753985.215,6582.8250595238105,6620.479483333334,7270.791125,11223.365000000002,74451957.18,0.0,6587.538373133278,6693.044140376076,7976.205722560839
2018-10-08 12:00:00,6639.995,1474.37,9843081.135,6582.992380952381,6620.891741666666,7269.862358333334,11134.835,74007507.11,1.0,6588.381872358411,6692.810628608105,7975.554771281156
2018-10-09 01:00:00,6640.81,471.405,3128989.45,6583.531726190477,6621.166091666666,7269.098320833333,10777.805,71629337.95,1.0,6589.236621583544,6692.578023737162,7974.903978628585
2018-10-09 02:00:00,6648.085,559.35,3710816.66,6584.29,6621.46415,7268.3271125,10254.995,68155565.35,1.0,6590.16277578191,6692.357125353873,7974.256017216899
2018-10-09 03:00:00,6651.365,512.53,3405382.0650000004,6585.128750000001,6621.7909666666665,7267.552045833333,9207.16,61175939.94499999,1.0,6591.112349605521,6692.1412257979455,7973.609215278932
