Date,Entry,Win,Exit,Pct_Change,Gains(%),Stake_In,Stake_Out,Net_Profits,Profit_YTD,ROI(%)
2021-12-20,46914.16,0,48523.19,0.03429732089416071,-0.03429732089416071,977.0769919884287,943.5658688559004,-33.51112313252838,-56.43413114409964,-0.05643413114409964
